"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpn11",0.00393423084235835,-0.191971527713692,0.067,0.078,1
"Sema1a",0.0039366461555981,-0.102376283230436,0.174,0.189,1
"CG9849",0.00395114481567977,-0.52096972428842,0.013,0.018,1
"hebe",0.00396293393543831,0.392546973458895,0.024,0.018,1
"Send1",0.00396838065736204,-0.635039310229214,0.007,0.01,1
"GLS",0.00396994778097691,0.323967424057179,0.075,0.065,1
"CG14050",0.0039728889960243,-0.588085377222947,0.009,0.013,1
"CG3662",0.00397317168392033,0.303265959738803,0.103,0.092,1
"Sgt",0.00397431268994011,-0.287567734159314,0.025,0.031,1
"CG15027",0.00399521885352639,-0.200418634986433,0.028,0.035,1
"CG42361",0.00399857810120158,0.908188239196116,0.018,0.013,1
"Sin",0.00400469659251213,0.377638160540251,0.016,0.012,1
"P5CDh1",0.00400577861288367,0.422431620804196,0.069,0.06,1
"gzl",0.00402350836723146,0.11704565198272,0.135,0.121,1
"CG15211",0.00405826084948574,-0.198159409382861,0.012,0.017,1
"lwr",0.00406197471588303,-0.123304685145808,0.022,0.028,1
"CHMP2B",0.00408877795077362,-0.226865853059095,0.017,0.023,1
"Ude",0.00411007945137317,-0.54684506377263,0.008,0.011,1
"lncRNA:CR44380",0.00412690979065578,0.78797925837848,0.014,0.01,1
"CG3655",0.00413918761870397,0.278493421995924,0.101,0.09,1
"SMC3",0.0041428337527587,-0.309917978903318,0.022,0.029,1
"CG43255",0.00418644775080213,0.512343891151284,0.012,0.008,1
"bc10",0.00420675456785129,-0.224867906789053,0.045,0.054,1
"Dark",0.00421179529908528,0.473788899041511,0.056,0.048,1
"geko",0.0042536069451536,-0.676179519504792,0.009,0.013,1
"lncRNA:CR43685",0.00425885675437348,-0.581938672433064,0.012,0.017,1
"CG33260",0.00427741660664819,0.489200136019137,0.034,0.027,1
"CG31326",0.00428159614372241,0.453064056536713,0.012,0.008,1
"CG13739",0.00429694734405618,-0.362860321205978,0.033,0.04,1
"E(Pc)",0.00430355220110258,-0.102355885709763,0.201,0.217,1
"CG13605",0.00430403640760637,0.454255740984296,0.037,0.03,1
"CG13685",0.00432627335413294,-0.577315460012347,0.009,0.013,1
"Dpck",0.00434181771210856,0.707999676837537,0.013,0.009,1
"tho2",0.00434327746177938,0.23283590322839,0.12,0.108,1
"CG34402",0.00436539293793024,-0.797411191729435,0.01,0.014,1
"Ass",0.00437392082625328,-0.399046714972856,0.021,0.027,1
"Calx",0.00438064185221656,-0.129950560961753,0.215,0.231,1
"CG13937",0.00438282779304775,-0.124666615018223,0.052,0.061,1
"ave",0.00439710305739161,-0.554724214936531,0.011,0.016,1
"Orc1",0.00440748630971511,-0.481137147796341,0.012,0.017,1
"TfIIEalpha",0.00443721336838739,-0.19687479038272,0.025,0.031,1
"fau",0.00444337375985117,-0.595671432089712,0.013,0.018,1
"RYBP",0.00444818193262373,-0.181585169265093,0.031,0.038,1
"CG6409",0.0044652002853951,0.267779119061633,0.084,0.073,1
"RpII18",0.00447979591158726,-0.156901573969458,0.043,0.052,1
"tio",0.00449536996275495,-0.243747731060723,0.011,0.015,1
"CG9302",0.00449611593322814,-0.359403676818184,0.014,0.019,1
"CG43093",0.00451187355974748,-0.503124000691048,0.01,0.014,1
"mRpL54",0.00452849895117687,-0.448018172707858,0.017,0.022,1
"mgl",0.00454454242197389,0.444073224763117,0.236,0.226,1
"CG10417",0.00454501571552582,-0.108527946216651,0.074,0.085,1
"CG1943",0.00455042442088703,-0.191388542131353,0.09,0.101,1
"Vha55",0.00456385645547452,0.243982507416668,0.239,0.227,1
"Nnp-1",0.00458690855956523,-0.223152063018164,0.021,0.027,1
"Vha68-2",0.00459065687037835,0.181155877680544,0.137,0.124,1
"mid",0.00461301261357539,-0.507250451210874,0.015,0.02,1
"cnc",0.00462038162346577,0.18854719713648,0.495,0.489,1
"lncRNA:CR44384",0.00462422316779325,0.303554166654447,0.046,0.038,1
"CG6638",0.00462817311134209,-0.189935624076035,0.023,0.029,1
"CG5194",0.00466297346967652,-0.174489003007032,0.011,0.015,1
"CG11594",0.00471428891381797,0.441502130905395,0.046,0.038,1
"CG6142",0.00472161141437456,0.94298360904719,0.01,0.007,1
"CG3719",0.00474210617441451,0.281449307485632,0.065,0.056,1
"Vamp7",0.0047423447924975,0.338225167010163,0.043,0.035,1
"CG6123",0.00475811150857762,0.2902000633725,0.053,0.044,1
"GM130",0.00476389758294867,-0.138872024764433,0.027,0.034,1
"RIOK1",0.0047784271395054,-0.261426663867066,0.016,0.022,1
"CG15706",0.00479060883009187,0.547529914000579,0.033,0.027,1
"TotC",0.00479141989687972,-0.600241488952641,0.007,0.011,1
"Slbp",0.0047944163234942,-0.250860476269131,0.021,0.027,1
"CG5110",0.00481889708069852,-0.305073168018242,0.015,0.02,1
"SmD2",0.00482083369466521,-0.226770526175134,0.037,0.045,1
"Acph-1",0.0048332345629818,-0.294143451214109,0.018,0.023,1
"scrt",0.00483593160499646,-0.333645194262937,0.088,0.099,1
"CG5787",0.00484714040262585,-0.265615845826972,0.019,0.025,1
"Dis3l2",0.00488075886626365,0.270873946643849,0.04,0.033,1
"CG7601",0.00489612279025361,-0.411523862494503,0.023,0.029,1
"udd",0.00490222542769502,-0.165814075290386,0.015,0.02,1
"eIF2Bepsilon",0.00491847697614427,-0.45285566743304,0.012,0.016,1
"gfzf",0.00492929433620848,0.352350956240024,0.025,0.019,1
"CG5645",0.00495787858511377,-0.343392894329237,0.021,0.026,1
"CycE",0.00496113398883363,0.399107675911118,0.057,0.049,1
"alpha-PheRS",0.00497859316170151,-0.275927601894889,0.022,0.028,1
"ap",0.00498225309990519,0.180058101036133,0.115,0.131,1
"onecut",0.00507537813074833,-0.182437891608192,0.067,0.077,1
"CG2790",0.00508069745250708,0.348540728532502,0.042,0.034,1
"CG9628",0.00509888725261708,-0.483607743391329,0.011,0.016,1
"CG16704",0.00510056092554171,0.483040217026176,0.062,0.053,1
"bbx",0.00510793521331596,-0.207686926583423,0.011,0.015,1
"yata",0.00511796910273327,0.45377122268167,0.056,0.048,1
"Cdc42",0.00514342930659413,0.314641157074358,0.046,0.038,1
"isopeptidase-T-3",0.00514450055437355,0.722285464131212,0.013,0.009,1
"CG31875",0.00515073608782935,-0.923939196912877,0.007,0.011,1
"lncRNA:CR46110",0.00520540339321232,-0.278224554036043,0.007,0.01,1
"Max",0.00521198622533975,-0.275362935635628,0.03,0.037,1
"CG6503",0.00529659671240897,0.486188567934376,0.23,0.22,1
"CG12998",0.00531490968653534,0.210287892438957,0.013,0.009,1
"Lac",0.00532635699078597,-0.208929617738622,0.021,0.027,1
"Ubc2",0.00533944794320543,0.357069548895205,0.071,0.062,1
"Dpit47",0.00534816546048111,-0.307645087144355,0.015,0.02,1
"CG11099",0.00537280766349117,0.762851893170372,0.016,0.012,1
"CG6610",0.0054330227217687,-0.569599001684725,0.011,0.015,1
"CG8388",0.00543961283721119,0.724590700354087,0.01,0.007,1
"CG31612",0.00546519550737341,0.232021187491154,0.04,0.032,1
"IM3",0.00547679880431268,-0.206493765142408,0.133,0.121,1
"Set2",0.00552645223263957,-0.225194804594059,0.047,0.056,1
"Slob",0.00552712246776064,0.233112182243202,0.071,0.062,1
"CG17193",0.00552904538711922,-0.442571004646025,0.015,0.02,1
"Taldo",0.00556592437025451,-0.138896767587518,0.126,0.139,1
"MtnA",0.00560179309555093,-0.104019042069485,0.406,0.425,1
"CG11417",0.00561590266370924,-0.268047277678724,0.034,0.042,1
"DNApol-eta",0.00564877304272645,0.312167061235092,0.017,0.012,1
"CG34325",0.00566458495994102,-0.514055050137655,0.035,0.042,1
"tum",0.00567025011709786,-0.399320167037891,0.014,0.019,1
"RPA3",0.00567808233933972,-0.318196444124809,0.022,0.028,1
"CG10465",0.00569319759898475,-0.208444574526085,0.051,0.059,1
"Sec24CD",0.00570077262041397,-0.230034615694436,0.047,0.055,1
"CG7006",0.00576187479326248,-0.201159420858043,0.023,0.029,1
"ste24a",0.00577051543973591,0.317684397032294,0.022,0.017,1
"CG33914",0.00583262544958303,-0.370726422730911,0.011,0.015,1
"Cyp18a1",0.00584113725632494,-0.13338702640255,0.061,0.071,1
"Usp8",0.00584716394419516,0.302443679902217,0.032,0.026,1
"CG10333",0.0058535620060489,-0.528611564958192,0.016,0.021,1
"CG15423",0.00585563445610356,-0.464249209986355,0.017,0.022,1
"CG15525",0.00586595161714068,-0.173097062550715,0.009,0.013,1
"Klp98A",0.00589685870898099,-0.142829885518639,0.114,0.126,1
"Ranbp16",0.00595304680677754,0.272957114628436,0.11,0.099,1
"Prpk",0.00597999985715924,-0.575865202821504,0.008,0.012,1
"CG15044",0.00600290209877077,-0.540320858316667,0.01,0.014,1
"CG34242",0.0060076818470714,-0.358331053233362,0.011,0.016,1
"squ",0.00605257546457455,0.259431454177293,0.04,0.032,1
"Hs3st-A",0.00605450755182136,-0.234948969091741,0.11,0.122,1
"Wee1",0.00606393995086955,-0.419185111920995,0.011,0.016,1
"CG3527",0.00607479730047125,-0.198673527337052,0.015,0.02,1
"MED8",0.00608902365367804,-0.427446354867302,0.009,0.013,1
"Gmer",0.00609327938425276,-0.513148443697574,0.008,0.012,1
"CG14777",0.00612827836789551,-0.21075865644599,0.071,0.081,1
"Alg3",0.00614700543586123,0.59999834032802,0.014,0.01,1
"east",0.00615211125628986,0.163949730256137,0.237,0.223,1
"mnb",0.0061547418630255,-0.288819573656026,0.33,0.33,1
"ftz-f1",0.00615952175753356,0.232094017884149,0.257,0.241,1
"Men",0.00617303196792368,-0.180074299494888,0.194,0.208,1
"Ppn",0.00618339018894392,0.128200117219839,0.031,0.024,1
"CG15317",0.00620635788581589,-0.793172812208582,0.007,0.01,1
"garz",0.0062145964164722,-0.138725317950611,0.043,0.051,1
"CG31368",0.00627280658133004,0.552183611861581,0.025,0.019,1
"Osi6",0.0063185774651512,-0.550369710389822,0.007,0.01,1
"Def",0.00633887240190596,-0.437278848125198,0.007,0.01,1
"Nckx30C",0.00635553892118196,0.424271673015753,0.154,0.144,1
"ZnT63C",0.00636844626784798,0.358383924614788,0.08,0.071,1
"CG6961",0.00637655506287491,-0.406905026660482,0.01,0.014,1
"Smn",0.00639426926797724,-0.292310724182729,0.028,0.035,1
"CG5013",0.00640765624320437,0.997098009968874,0.011,0.008,1
"rept",0.0064307958903035,-0.531413555873734,0.009,0.013,1
"Syb",0.00644804912820114,-0.114308971753411,0.126,0.139,1
"Coop",0.00645245099097244,-0.759938044508295,0.011,0.015,1
"Uhg5",0.00646167666103781,-0.15266207869519,0.27,0.283,1
"CG8777",0.00647218814115599,0.612530742599415,0.02,0.015,1
"aub",0.00656096920239209,-0.561197821799388,0.013,0.017,1
"Klp61F",0.00659176475800096,0.366345148505579,0.011,0.007,1
"CG9107",0.00660502927710724,0.453696516016682,0.017,0.012,1
"CG3107",0.00661690780080531,0.194245049078005,0.115,0.103,1
"CG32085",0.00661996339618224,0.330830931019634,0.122,0.112,1
"asp",0.00664042907636096,-0.386465156274626,0.023,0.029,1
"SP1029",0.00664135276112741,-0.435215831297313,0.01,0.014,1
"CG1265",0.00664176641099873,-0.237768828980055,0.027,0.033,1
"eIF3l",0.00666705451909123,-0.120615867392979,0.055,0.064,1
"CG14692",0.00667639075769373,-0.381556990045401,0.011,0.015,1
"hob",0.00672836018003922,-0.198695807290366,0.024,0.03,1
"T3dh",0.00675586981174518,-0.202558386761129,0.014,0.018,1
"CG7218",0.00676608087803939,-0.335575329492869,0.013,0.018,1
"Dbp73D",0.0067661608100723,-0.339331678420574,0.017,0.022,1
"gukh",0.00678973015157271,0.153761805556844,0.435,0.427,1
"lncRNA:CR43148",0.00679272734365072,-0.173726624482478,0.018,0.024,1
"CG5171",0.00681268851085144,0.434869975018865,0.086,0.076,1
"Cdk12",0.00681398059535736,-0.116117517307182,0.113,0.126,1
"GstO1",0.00685634878725276,-0.377634224744638,0.013,0.018,1
"Fmo-2",0.00685776061792514,0.283824238546394,0.059,0.051,1
"CG5071",0.00687641603135176,-0.203739125923604,0.026,0.032,1
"CG11699",0.00688500323974087,-0.32493402685823,0.038,0.045,1
"Cks30A",0.00690292640601307,-0.859201515904486,0.009,0.013,1
"Rab23",0.00695353423263767,-0.420061536848109,0.008,0.012,1
"CG5921",0.00698902431957397,-0.622499209436823,0.007,0.01,1
"CG4716",0.00700367225977777,0.265792597682689,0.205,0.229,1
"clt",0.00703693115974585,-0.149911188850048,0.011,0.016,1
"Ten-a",0.00703941920706979,0.217754042657397,0.224,0.209,1
"kek6",0.00710021508386499,0.362074733347121,0.071,0.062,1
"eIF4H1",0.00715137456229301,0.152723784879923,0.195,0.181,1
"S2P",0.00718189750016737,0.320069330272762,0.032,0.026,1
"CG5810",0.00720163021049249,0.262559696875493,0.027,0.021,1
"spab",0.00725046323606069,-0.452357167161472,0.008,0.012,1
"CG32368",0.00726332333740032,0.818577359141867,0.01,0.006,1
"CG15611",0.00730325844319819,-0.326870144311273,0.063,0.071,1
"ifc",0.00731579243228553,0.245045170864254,0.046,0.039,1
"by",0.00732179795064958,-0.126007563078245,0.045,0.053,1
"CG10038",0.00738423358942353,-0.584084643165788,0.013,0.017,1
"CG34404",0.0074115702794614,0.654571935515377,0.028,0.022,1
"CG11044",0.00742958128110445,-0.343538544202451,0.006,0.01,1
"CG15068",0.00744041337090509,0.13680192192307,0.041,0.049,1
"PGRP-LC",0.00747839591572358,0.113585040198554,0.112,0.101,1
"mRpS14",0.00751307763950436,-0.142145367614251,0.028,0.035,1
"Pen",0.00753594767179711,-0.10093886358845,0.122,0.135,1
"CG34203",0.00756081518452173,-0.452889094918819,0.006,0.01,1
"CG32069",0.00759414727966487,-0.162745193072864,0.012,0.017,1
"Yippee",0.00760776961261814,-0.142214840416689,0.041,0.049,1
"Hcf",0.00760811346780351,0.138831932690697,0.246,0.231,1
"Zir",0.00760985194645147,0.188320557658836,0.119,0.108,1
"CG14502",0.00761971015390438,0.251013241886272,0.064,0.055,1
"CG42751",0.00764478020484875,1.19693515971698,0.014,0.01,1
"egr",0.00765590798253734,0.175611953437911,0.02,0.015,1
"CG45061",0.00775390319652408,1.14248928262646,0.015,0.01,1
"Fife",0.00777017554448533,0.338064999498031,0.069,0.06,1
"Glg1",0.00777105196422241,0.250654571681896,0.055,0.047,1
"CG2694",0.00784681161385048,-0.375330183944945,0.012,0.016,1
"CG9864",0.00785731866229268,-0.555094203247168,0.027,0.034,1
"pasi1",0.00786260841470233,-0.417293037326242,0.009,0.013,1
"TBCC",0.00789397715747869,0.342993300552511,0.037,0.03,1
"Sln",0.00790412248921797,-0.236278118540215,0.008,0.011,1
"Cyp4ae1",0.00790838793645546,-0.288894911475399,0.008,0.011,1
"Vlet",0.00799136595517466,-0.320964991797137,0.01,0.014,1
"CG10184",0.00806356746209165,0.311339034843294,0.031,0.025,1
"ec",0.00808071213499066,-0.344306168367427,0.016,0.021,1
"CG15117",0.00808496701878143,-0.19947268660728,0.031,0.038,1
"Als2",0.00808881391384091,0.304874143107319,0.042,0.035,1
"IKKepsilon",0.00811972882946545,-0.519994145329767,0.01,0.014,1
"Eogt",0.00811985699694974,0.871168579734126,0.013,0.009,1
"CG5937",0.00815327986547859,-0.278090698789011,0.009,0.013,1
"CG17560",0.00815725332113444,0.436475447361277,0.016,0.012,1
"Seipin",0.00828678388145889,-0.320377219459681,0.012,0.016,1
"bonsai",0.00833302497514705,-0.189067096953337,0.028,0.034,1
"Pi4KIIalpha",0.0083659900620346,0.283412261733623,0.064,0.056,1
"robl",0.00837387546472428,-0.370138911010971,0.023,0.029,1
"CG2911",0.00837399761644717,0.12004378450131,0.013,0.018,1
"FASN1",0.00839861322686317,0.367802249953019,0.191,0.213,1
"aurA",0.00842710905969496,-0.413535015862864,0.012,0.016,1
"CG31869",0.00843806850287208,-0.190994039913192,0.02,0.025,1
"CG5535",0.00846013876851487,0.188261524324396,0.026,0.02,1
"Ge-1",0.00848194689607406,0.200275170541704,0.038,0.031,1
"ab",0.00850134283716058,-0.186649099375677,0.088,0.099,1
"Cpr",0.00852384107970821,-0.140403829315019,0.139,0.152,1
"mRpL45",0.00853183245079414,-0.231098581563686,0.02,0.025,1
"e(y)1",0.0085807913731034,-0.416327515080379,0.008,0.011,1
"Dronc",0.00862771442826664,-0.310758228006194,0.016,0.021,1
"CG31717",0.00862970122140643,-0.484495563813151,0.017,0.022,1
"wapl",0.00865077169732032,-0.106199723861484,0.084,0.094,1
"Dredd",0.00865170812069269,0.314273783270397,0.063,0.055,1
"CG17896",0.00865740037721109,-0.162049913560136,0.057,0.066,1
"dgo",0.00867282413739304,-0.416963149890067,0.007,0.01,1
"CG42445",0.00872634880203932,-0.408226927569481,0.019,0.025,1
"CG6707",0.00875399021679515,0.335641173928725,0.133,0.123,1
"CG11723",0.00876948208870785,-0.617049502621798,0.008,0.011,1
"Tfb4",0.00877461934899824,0.590608973561105,0.015,0.011,1
"tj",0.00891112056692929,-0.296171798674237,0.038,0.046,1
"CG3436",0.0089236273245434,-0.343964606160531,0.025,0.031,1
"Pdfr",0.00893860863871322,0.215075289061314,0.096,0.109,1
"CG30151",0.00894363056391447,0.649696006299051,0.022,0.017,1
"Eaat2",0.00895494804513853,0.469566048624957,0.051,0.044,1
"snRNP-U1-70K",0.00901724862112924,0.19125618902506,0.145,0.134,1
"anne",0.00903637551662334,0.123300233416906,0.471,0.463,1
"Fur2",0.0090433323861412,-0.23460974915727,0.072,0.081,1
"CG7148",0.00904353366937551,-0.447340998744314,0.01,0.014,1
"asRNA:CR44690",0.00906891790580192,0.360875324198778,0.031,0.025,1
"CG18178",0.00908414535029215,-0.186589029717115,0.014,0.018,1
"Tango11",0.00909109511135676,0.360128261017656,0.048,0.041,1
"CG17361",0.00909554479245398,-0.473440322260003,0.009,0.012,1
"CG45263",0.0091190442499821,0.352456564791353,0.125,0.115,1
"mge",0.00916508070012232,0.411876863003676,0.049,0.042,1
"CG31688",0.00917756016718314,0.194358066636955,0.089,0.079,1
"Coa7",0.00919866111257049,-0.329305245719251,0.036,0.043,1
"Cdk5",0.00921286167178587,-0.225131944444146,0.014,0.018,1
"ari-1",0.00923134456549021,0.270536564947361,0.189,0.178,1
"CG11755",0.00923299127192585,-0.660543770360021,0.006,0.01,1
"Nplp1",0.00923971128408656,-0.256801427653824,0.026,0.031,1
"Slh",0.0092788625436876,-0.2238457426144,0.021,0.026,1
"CG5114",0.009291955734017,-0.346809683017327,0.026,0.032,1
"CG10669",0.00930419918445641,0.257726575946744,0.02,0.015,1
"CG8993",0.00932173258768698,-0.138172644584631,0.053,0.061,1
"CG9304",0.00939342376992953,-0.201538635399345,0.022,0.027,1
"CG12279",0.00943928613375697,-0.550276889205805,0.01,0.014,1
"Pex10",0.00947282803863882,-0.28982295144423,0.008,0.011,1
"Plzf",0.00947454853179804,-0.17924576363241,0.007,0.011,1
"Prosalpha6",0.00948947263484311,-0.128384885983877,0.06,0.069,1
"mRNA-cap",0.00958272053508592,0.569500891655591,0.039,0.032,1
"Vha100-5",0.00959844934793293,0.902145861585932,0.013,0.01,1
"yellow-f2",0.00963013664935294,0.75178317416028,0.018,0.013,1
"MED19",0.00964583106697818,-0.178344836502333,0.055,0.064,1
"a6",0.00965103340661183,0.324706433378197,0.038,0.032,1
"Daxx",0.00966095211833845,-0.148139921435495,0.068,0.078,1
"CG5854",0.00967311865630679,-0.457166486330526,0.012,0.016,1
"HipHop",0.00972357640112014,-0.263700757108399,0.019,0.024,1
"CG5626",0.0097270265018033,0.478940994646997,0.01,0.007,1
"Atg1",0.0097468509704478,0.2325576989201,0.193,0.183,1
"lncRNA:CR45517",0.00978829399694824,0.223969696644011,0.051,0.043,1
"CG33298",0.00982608683470312,0.314458773004899,0.217,0.21,1
"CG7054",0.00983041161078513,0.533965918855495,0.019,0.014,1
"Non2",0.00983463538781716,-0.169275713563664,0.038,0.045,1
"CG14270",0.00984307630533682,-0.372377062586772,0.011,0.015,1
"CG14478",0.00985021936258421,0.132869072129965,0.288,0.275,1
"fln",0.00986787909151063,0.336906916233122,0.09,0.081,1
"kz",0.00989826614249382,-0.257137945983068,0.018,0.024,1
"bur",0.00992684702932814,0.233650187874278,0.098,0.088,1
"CG14913",0.0099427057530597,0.84609452869331,0.013,0.009,1
"Surf1",0.0099601617040291,-0.29805174190722,0.009,0.013,1
"CG11474",0.00996154245234875,-0.306502963663596,0.017,0.022,1
"CG8149",0.00996513550748348,-0.278579013187437,0.021,0.027,1
"CG5151",0.00998795492666889,-0.123378933399052,0.503,0.507,1
"Rrp4",0.0100097111154233,-0.357667622903287,0.016,0.021,1
"CG3408",0.0100632891113875,-0.190620508151709,0.028,0.035,1
"emc",0.0101341952214019,-0.118465017731005,0.101,0.113,1
"PTPMT1",0.0101406554568969,-0.393970493960695,0.013,0.017,1
"ncm",0.0102334414260403,-0.103173985708108,0.053,0.061,1
"CG14722",0.0102339187487673,-0.159459233871063,0.014,0.019,1
"hig",0.0102363817522542,-0.120652936667732,0.067,0.076,1
"RecQ4",0.0102901468957704,-0.236602467831761,0.017,0.022,1
"be",0.0103495266936108,0.216118092732978,0.134,0.122,1
"lncRNA:CR45461",0.0103542000218804,-0.101264415662252,0.031,0.038,1
"Khc",0.0103565316378939,0.216415083336389,0.098,0.088,1
"CG44245",0.0103592124793219,0.238116791672807,0.258,0.247,1
"CG9396",0.010359329986981,0.431872017625679,0.014,0.01,1
"CG31689",0.0104178538808146,0.300239027594237,0.216,0.205,1
"CG7956",0.0104366779670765,0.358635856781777,0.043,0.036,1
"mrj",0.0104369886988377,-0.307310337383974,0.182,0.194,1
"rt",0.0104835617362678,-0.332482862698523,0.007,0.01,1
"CG11858",0.0105118348602042,-0.20564346403421,0.017,0.022,1
"FoxK",0.0105346640617512,0.262494821510518,0.124,0.113,1
"CG5886",0.0105476347158859,-0.224057397177558,0.016,0.02,1
"CG6712",0.0105626322835183,-0.176197166415567,0.028,0.035,1
"BthD",0.0106999736161942,-0.660285819061902,0.008,0.012,1
