"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CG5823",0.000777957986329018,-0.101054670744128,0.059,0.071,1
"CG6583",0.000778543349764435,-0.295099350583358,0.013,0.019,1
"CG12099",0.000796971035231227,-0.143618258045361,0.07,0.082,1
"Usp1",0.00080455437063595,-0.266794912487901,0.052,0.063,1
"tmod",0.000813244580364802,0.174576712035403,0.613,0.617,1
"clos",0.000814403826507621,-0.404732242474743,0.022,0.029,1
"Obp57a",0.000816700772364722,-0.406112012511008,0.019,0.026,1
"sli",0.000820266298606415,0.289531432332729,0.108,0.095,1
"CHORD",0.000820780524555992,-0.295846165344643,0.022,0.029,1
"CG3328",0.000821745884145825,0.776761161091391,0.024,0.018,1
"CG17717",0.000826467334691205,0.688811645197788,0.015,0.01,1
"disco-r",0.000840093547143519,-0.39478962539362,0.064,0.076,1
"ple",0.000841763597295812,0.819236472665783,0.013,0.008,1
"VhaSFD",0.000843600585710213,0.299626258350671,0.194,0.178,1
"Culd",0.000844159666299596,0.566084095582804,0.131,0.119,1
"Ppat-Dpck",0.000858251971071739,-0.409841102198843,0.014,0.02,1
"CG5778",0.000858311681996678,-0.143118184138572,0.124,0.141,1
"CG31223",0.000860134119033297,-0.428526770607207,0.006,0.01,1
"Acox57D-d",0.00086421307567143,-0.359114061336396,0.013,0.018,1
"Bgb",0.000868702165584346,-0.402102700432887,0.008,0.012,1
"eIF3d1",0.000871084353817448,-0.216837147416657,0.073,0.086,1
"eIF5B",0.000886906501508108,0.196467229039309,0.253,0.236,1
"CstF50",0.000887212823536995,-0.746399421124202,0.007,0.011,1
"l(2)gd1",0.000887820243188066,-0.485907985096807,0.031,0.039,1
"CG2993",0.000897297692045236,-0.451786702102918,0.092,0.104,1
"plu",0.00090192542075339,-0.367221013585627,0.013,0.018,1
"Nep1",0.000916891458760545,-0.196858213968003,0.007,0.011,1
"CG7849",0.000916903825649575,0.448037646053837,0.02,0.014,1
"rg",0.000945800467161075,0.587740726220469,0.015,0.01,1
"CG11200",0.000946016062688625,-0.201953096909571,0.039,0.048,1
"CG34132",0.000953970631109947,-0.22566951910718,0.028,0.036,1
"Paf-AHalpha",0.000954485861989214,-0.162686659107568,0.029,0.037,1
"CG7840",0.000955869637778319,-0.339234091176604,0.024,0.031,1
"Obp99a",0.000956879478466679,0.130559771169291,0.083,0.098,1
"CG7519",0.000957197140001089,-0.280648754370738,0.036,0.045,1
"SmF",0.00096163011096278,-0.459651214025588,0.023,0.031,1
"CG31523",0.000963820049603617,-0.157850946829672,0.133,0.149,1
"CG18467",0.000970429566533413,-0.251086997662474,0.012,0.017,1
"Orct2",0.000971870686761811,0.39822083666848,0.013,0.008,1
"CG8939",0.000972996899213149,-0.43511478924458,0.025,0.033,1
"nahoda",0.000980561039718321,-0.301669850607149,0.026,0.033,1
"CG7888",0.000985358495035212,-0.688028276153494,0.02,0.027,1
"CG15098",0.000990063453391309,0.191167575684686,0.16,0.143,1
"Cyp6d5",0.000995539192094124,-0.151656970887036,0.039,0.049,1
"Prosalpha3",0.00099977069736668,-0.327318117054552,0.063,0.074,1
"Ptp4E",0.00100424979305676,0.248036928527803,0.107,0.093,1
"VAChT",0.00100669757141129,-0.295775670590569,0.036,0.045,1
"chn",0.00100779455592894,0.193721562117686,0.159,0.143,1
"Amacr",0.0010080114382245,-0.219372655129053,0.011,0.016,1
"AP-2sigma",0.0010126039202564,-0.260876013745236,0.028,0.036,1
"fzy",0.0010144342906531,-0.481069949763574,0.01,0.015,1
"Idi",0.00102404372967318,-0.333965479683247,0.02,0.027,1
"CG14906",0.00103097990153707,0.678195554844288,0.011,0.007,1
"Smyd4-1",0.00103573563368297,0.745541968250908,0.012,0.007,1
"Ostgamma",0.00103658591577365,0.314870386685695,0.032,0.025,1
"Rac1",0.00103787534257477,-0.255831487380789,0.043,0.053,1
"strat",0.00104001988301776,-0.480447874230239,0.011,0.017,1
"CG10479",0.00104028737544833,-0.27561719377118,0.022,0.029,1
"ND-24",0.00104120716872339,-0.175781879747695,0.074,0.087,1
"Hex-C",0.00104452646437278,-0.198573860583363,0.038,0.047,1
"CG13630",0.00105205720599743,-0.54130218208947,0.008,0.012,1
"geminin",0.00105857326703177,-0.271758047041598,0.029,0.037,1
"CG7518",0.00106265508951284,0.354254480031277,0.101,0.088,1
"CG31681",0.00106591795127802,0.629321169026868,0.014,0.009,1
"ago",0.00106675827653952,-0.237560460097301,0.061,0.073,1
"CG43373",0.00106739309908462,0.437504736406514,0.033,0.025,1
"SpdS",0.00106855704852532,-0.14170405701619,0.081,0.094,1
"LamC",0.00107022911957442,0.327421627778267,0.096,0.084,1
"dnk",0.00107578586316275,-0.159534136015575,0.029,0.037,1
"Mis12",0.00107870795859,-0.478307972174657,0.008,0.012,1
"Toll-6",0.00108825401800559,-0.282165304672629,0.034,0.043,1
"CG14657",0.00109199313057459,0.336141981347831,0.064,0.054,1
"CG1890",0.00109853522307726,-0.327859363035485,0.028,0.036,1
"ttv",0.00110933271619441,0.203054453039696,0.262,0.246,1
"CG7065",0.00111424359621573,0.275015072170454,0.133,0.119,1
"CG14667",0.00111677325811447,-0.466220678398721,0.011,0.016,1
"CG13887",0.00111800855738518,-0.208878206156961,0.067,0.079,1
"SmydA-1",0.00112071105116788,-0.596833353991326,0.009,0.014,1
"CG5522",0.00112745282408839,-0.132966738826415,0.067,0.079,1
"CG4617",0.00112936286297099,-0.391317636158513,0.01,0.014,1
"DCP1",0.00113769920953036,-0.432786709975862,0.01,0.015,1
"Ubr1",0.00113879366929677,0.171318034957473,0.29,0.273,1
"rgn",0.00114537023143876,0.219432863927828,0.194,0.176,1
"ClC-b",0.00114741453256513,-0.374375641445754,0.018,0.025,1
"CG32581",0.00114832958153641,-0.468463796369572,0.008,0.012,1
"CG11825",0.0011487062616601,-0.489504432180205,0.017,0.023,1
"CG10962",0.00115145908607455,-0.426086416973862,0.006,0.01,1
"Unr",0.00115297208789548,0.119523344877976,0.513,0.497,1
"TfIIFbeta",0.00115577314451618,-0.371651945370545,0.016,0.022,1
"mt:ATPase8",0.00116595419196598,-0.559683283768304,0.01,0.016,1
"Chmp1",0.00116804638625581,-0.313252565330759,0.039,0.048,1
"Rbcn-3B",0.00116869492154052,0.378477279548323,0.076,0.064,1
"CG43347",0.00117723650970383,-0.142774209216577,0.054,0.065,1
"CG11837",0.00120034193867072,-0.473849259275883,0.014,0.019,1
"mago",0.00120355136959553,-0.407628341595619,0.017,0.023,1
"bys",0.0012044714185135,-0.226708281686415,0.03,0.038,1
"CG32017",0.00121060249652862,-0.108517990201897,0.117,0.132,1
"pix",0.00121560425082982,-0.272787720701658,0.064,0.075,1
"Taf7",0.0012206737280359,-0.173544127994429,0.017,0.024,1
"jv",0.00122619339154082,-0.508748560309215,0.016,0.022,1
"rdgB",0.00122950398689274,-0.143599318110895,0.183,0.2,1
"enok",0.00122991730248967,-0.124125946040152,0.042,0.051,1
"MED27",0.0012365652414524,-0.659505450947747,0.006,0.01,1
"CG11504",0.00125242126841651,-0.205278558095896,0.009,0.014,1
"CG10702",0.00125769927460151,-0.779328502060173,0.006,0.01,1
"CG30008",0.00126294103838479,-0.211760705715226,0.056,0.067,1
"CG7536",0.00127163656139413,-0.346067056341548,0.056,0.067,1
"Dcr-2",0.00127211519918619,0.406353227170904,0.07,0.06,1
"CG16789",0.00127718682800825,0.453776262254697,0.015,0.01,1
"Nop56",0.00128096414218156,-0.201219663148812,0.084,0.097,1
"asRNA:CR45528",0.00128202009104611,0.583801502665771,0.017,0.012,1
"Smyd5",0.00129784054581808,-0.614204591005362,0.011,0.016,1
"Mcm10",0.00129887739499661,-0.802104618579301,0.01,0.014,1
"CG11367",0.00129990488250794,-0.621093719654628,0.014,0.019,1
"CG5916",0.00130062386090097,-0.341202956522216,0.01,0.015,1
"Blos3",0.00130190754122916,-0.516918627496744,0.01,0.015,1
"nSyb",0.00130388744448489,-0.217732227775303,0.09,0.103,1
"yellow-h",0.00131157927259548,0.47024364807138,0.025,0.018,1
"CG10194",0.00131518413330449,-0.175198701358717,0.025,0.032,1
"Pdxk",0.00133518189645471,-0.503243674898707,0.016,0.022,1
"ATPsynF",0.00133569829138677,-0.108141392349198,0.304,0.326,1
"bab2",0.00133674052750302,0.224325755098421,0.138,0.123,1
"hook",0.00134035617062551,-0.314285994114442,0.048,0.058,1
"CG5056",0.00134708002344671,-0.31337841580911,0.017,0.024,1
"dpr21",0.00135459325648988,0.246365096297314,0.196,0.179,1
"nAChRalpha3",0.0013581995380382,0.289516098388191,0.139,0.125,1
"DPCoAC",0.00136175334751223,-0.141353712238237,0.065,0.076,1
"CG8060",0.00136705700672668,0.590629739645683,0.021,0.015,1
"vri",0.00137391166151582,0.182398056682042,0.322,0.303,1
"U3-55K",0.00137400933160751,-0.43046100384623,0.016,0.022,1
"unc-104",0.00137590487846358,-0.375249926551368,0.161,0.176,1
"sif",0.00137666041752981,-0.256680148843777,0.116,0.13,1
"z",0.00137688492452462,-0.304690576181257,0.022,0.029,1
"CG6910",0.0013893141023304,0.41638171771731,0.046,0.037,1
"Scox",0.00139998808724751,-0.219547812947657,0.019,0.026,1
"Galphaq",0.00140314974103636,0.251520356948976,0.132,0.118,1
"CG40006",0.00142256853377638,-0.110894977450485,0.067,0.079,1
"CG30456",0.00142448645205861,-0.396950979420906,0.029,0.036,1
"btl",0.00142693267176025,0.890542265711847,0.014,0.009,1
"CG8675",0.00142967175100861,-0.641920475295753,0.014,0.019,1
"osk",0.00143659952771717,-0.271746059840094,0.008,0.013,1
"ND-B17.2",0.00143689576633449,-0.208954316585643,0.102,0.116,1
"PlexA",0.00143914099759756,0.118251262804182,0.35,0.332,1
"lncRNA:CR31044",0.00144838743965689,0.295141135295891,0.115,0.101,1
"CG32202",0.00146462076837182,-0.14892786120832,0.012,0.018,1
"rdo",0.00148105996438512,0.272948109813904,0.046,0.037,1
"shop",0.00149134630088703,0.255483839447836,0.022,0.016,1
"cav",0.00150098412394136,-0.411845106734907,0.01,0.015,1
"unc-5",0.00150908505678952,0.363240378922463,0.06,0.05,1
"VhaM9.7-c",0.00152824387609191,-0.260270989102331,0.019,0.025,1
"Cht9",0.00154145027408784,0.724420523585842,0.011,0.006,1
"lncRNA:roX2",0.00154442075338256,0.922262124555552,0.028,0.021,1
"Ir25a",0.00154693475700314,-0.359477882695443,0.01,0.015,1
"CG5599",0.00155314159466638,-0.302295083935848,0.029,0.037,1
"rau",0.00155436359373855,-1.72962943948341,0.024,0.031,1
"didum",0.00156830462076088,-0.344352394540848,0.113,0.126,1
"CG5033",0.00158717762921948,-0.506795791253166,0.019,0.025,1
"Atxn7",0.00159297159821205,-0.240193659647714,0.029,0.037,1
"CG8654",0.00159518077517689,0.793951997322166,0.046,0.038,1
"mRpL27",0.00160551168599306,-0.295678573055614,0.043,0.052,1
"CG12963",0.00160987921806035,0.615778738460498,0.016,0.011,1
"tamo",0.0016121887650422,-0.100147463103602,0.057,0.068,1
"Rpe",0.0016227572375546,-0.404291421858584,0.032,0.04,1
"Mccc1",0.00162407579728292,0.463664420505566,0.036,0.028,1
"CG17119",0.00164199126821991,-0.605191690404274,0.008,0.012,1
"CG32091",0.00164423649070063,-0.548189098473107,0.021,0.028,1
"Sgt1",0.00164554407445029,-0.375524193520754,0.029,0.037,1
"CG4666",0.00164670891155876,-0.650147264716044,0.009,0.014,1
"wun",0.00165449510358049,-0.233514141694016,0.079,0.091,1
"CG32066",0.00166413426379975,0.250845140733283,0.186,0.171,1
"Rpn3",0.00167576361085794,-0.313161588286029,0.041,0.05,1
"Rcc1",0.0017007033337781,-0.320918626329717,0.043,0.053,1
"CG12288",0.00170106206189426,-0.389002930862062,0.02,0.027,1
"px",0.00172247564952391,0.184090539685737,0.379,0.372,1
"Ctl1",0.00172587382928897,0.368346261228579,0.024,0.018,1
"CG10939",0.00174975824289755,-0.174225340373528,0.028,0.035,1
"Su(var)205",0.00175344999431495,-0.204125656274272,0.062,0.073,1
"CG43163",0.00177020294932232,0.692313198826517,0.018,0.012,1
"Act88F",0.001777581455208,0.56151683129256,0.028,0.022,1
"VGlut",0.00178694756148518,-0.791646723217213,0.019,0.026,1
"CG43110",0.00179009465033221,-0.24172786812008,0.007,0.011,1
"CG7706",0.00179497630470793,-0.387217735969207,0.013,0.018,1
"CG31638",0.00180234821150655,0.537992317796879,0.032,0.025,1
"Tim9a",0.0018200621543049,-0.250562562532948,0.018,0.025,1
"CG5902",0.00182008287021438,-0.227777716778478,0.029,0.036,1
"CG10943",0.00182822037982536,0.328246235248525,0.012,0.008,1
"Rph",0.00182833678029322,-0.444886566025191,0.007,0.01,1
"mRpL46",0.00183568731129092,-0.447789760702653,0.012,0.017,1
"CaBP1",0.00184443764570058,0.417348824585757,0.053,0.044,1
"Miga",0.00185975200810251,-0.250963529384999,0.026,0.033,1
"CG13995",0.00186119771542802,-0.359320917454812,0.015,0.021,1
"blp",0.00186175947703417,-0.272388959719466,0.043,0.052,1
"Nrk",0.00186914128445253,0.670905733258326,0.018,0.012,1
"scro",0.00189546709666476,-0.470512232528024,0.008,0.012,1
"Taz",0.00190014160788723,0.191138284840495,0.039,0.031,1
"CG3793",0.00190155106904287,-0.32484099674057,0.02,0.026,1
"CG34417",0.00191703247144716,0.203976403440949,0.505,0.509,1
"Sp1",0.00192385968414108,0.218828670541992,0.034,0.026,1
"CG32521",0.00192966985583764,-0.115997770947428,0.348,0.369,1
"Mad",0.00197076508289751,0.194916089910003,0.21,0.195,1
"Ubc4",0.00197101894598964,-0.182644897277275,0.068,0.079,1
"eIF2Balpha",0.00197357132359322,-0.438830943183582,0.017,0.023,1
"nec",0.00197526171792078,-0.196387730136705,0.036,0.045,1
"Usp14",0.00197676599934953,-0.360403029848779,0.042,0.051,1
"CG4686",0.00199264798409826,0.46130976459617,0.032,0.024,1
"CG10132",0.00200370208400121,-0.20768553146574,0.039,0.048,1
"Egm",0.00201394163986007,0.563148367384535,0.018,0.013,1
"csul",0.00202076071287088,0.575294629621132,0.019,0.013,1
"dpa",0.00203784203696833,-0.353232127484095,0.023,0.03,1
"CG4259",0.00203819014819913,-0.403451436323576,0.028,0.035,1
"CG42797",0.00204675869972384,0.585739975415133,0.044,0.036,1
"Edem2",0.00205313152017464,-0.101790126154393,0.049,0.059,1
"CG6912",0.00206417157084666,-0.120931333359123,0.073,0.085,1
"twi",0.00209365778409251,-0.46983275392808,0.011,0.016,1
"CG13698",0.00210223831668265,0.475630768909149,0.033,0.026,1
"Spn88Ea",0.0021053170696,-0.426659199477455,0.021,0.028,1
"Dak1",0.00211659569292489,-0.105175900163013,0.044,0.053,1
"CG32441",0.00212395279592008,-0.348673676108193,0.04,0.048,1
"CG44242",0.00213675141206922,-0.164779978583769,0.062,0.073,1
"nolo",0.00215056799457202,-0.392767876564532,0.06,0.071,1
"Mlc-c",0.00215205030757424,-0.108297295185293,0.154,0.17,1
"Glo1",0.00216328289907964,-0.356001012122803,0.054,0.063,1
"Ras64B",0.00218146619597894,-0.117588763645528,0.018,0.024,1
"eIF3c",0.00219652939654475,-0.223856025372398,0.1,0.113,1
"Nxt1",0.00219700646480243,-0.328494752273545,0.029,0.037,1
"CG42365",0.00221244828876672,-0.581364015238826,0.012,0.017,1
"rk",0.00222117605725374,-0.346770713550625,0.015,0.021,1
"CG9231",0.00222332218727918,-0.335215797474909,0.029,0.036,1
"nmd",0.00222505194500615,-0.18402734970275,0.043,0.052,1
"CG6565",0.00222679651761612,-0.450296204253026,0.023,0.029,1
"Syx18",0.00222955813851846,-0.349263919947626,0.014,0.019,1
"Tmtc3",0.00224430376564052,-0.297975554799719,0.014,0.019,1
"eIF2Bdelta",0.00224547382262635,0.287932536997179,0.101,0.089,1
"CG5805",0.00225880490812117,-0.146245732602868,0.03,0.038,1
"CG11377",0.00228548933852051,0.395547580821142,0.033,0.026,1
"dally",0.00228793500167743,0.173020884432347,0.445,0.439,1
"CG10425",0.002290712961715,-0.228183183708583,0.02,0.026,1
"Tsp26A",0.00230224425834238,0.36162300097929,0.04,0.032,1
"CG32409",0.00230469428624828,-0.119803089638407,0.026,0.033,1
"Su(z)12",0.00230662454232121,-0.132682378793702,0.056,0.066,1
"REPTOR-BP",0.00230847875554653,-0.117364177341674,0.092,0.105,1
"CG34141",0.00230883994054454,0.36892836860898,0.024,0.018,1
"CG3645",0.00231477349342294,0.419875194360534,0.042,0.034,1
"CG17778",0.00231489543957597,-0.323404067417977,0.013,0.018,1
"Nmdar1",0.00232039593414141,-0.160926790740774,0.038,0.047,1
"Sec31",0.0023343748554494,0.436794912037355,0.057,0.048,1
"CG7589",0.00237394034409085,0.637606469061373,0.022,0.016,1
"Snap25",0.00240019928772547,0.219741470105953,0.248,0.233,1
"Vps29",0.00240517305399626,-0.449133874335841,0.018,0.024,1
"CG3760",0.0024084603507074,-0.156765754773436,0.049,0.058,1
"CG17841",0.00242419300644919,-0.144913274849015,0.146,0.161,1
"CG8108",0.00244221859642542,0.158829398131441,0.303,0.288,1
"CG2701",0.00244770978447781,0.358182258307135,0.039,0.031,1
"CG9636",0.00244982297413968,-0.396366916325181,0.022,0.028,1
"Lon",0.00245376256191056,0.346793156805833,0.046,0.038,1
"mfrn",0.00245704189419091,0.393097813416761,0.064,0.054,1
"Antp",0.00246050863990123,-0.136101849549967,0.096,0.109,1
"ptc",0.00250646650159618,-0.172387787397459,0.032,0.04,1
"Hel89B",0.00251272748268895,-0.239942561894117,0.072,0.084,1
"MAN1",0.002519803666739,-0.316979777821155,0.026,0.032,1
"Vsp37A",0.00252419683767538,0.428488333744563,0.031,0.024,1
"CG3792",0.002525449452328,-0.598936561307677,0.009,0.013,1
"CG15111",0.00252825651088828,-0.294838206751882,0.051,0.06,1
"CG6428",0.0025421341871109,-0.200628423571236,0.018,0.024,1
"SsRbeta",0.00254761214479294,-0.109879392724558,0.074,0.086,1
"CG14806",0.00255056949739991,-0.144276951073043,0.025,0.032,1
"Sox14",0.00255081539929515,-0.10125678025566,0.123,0.138,1
"Pgam5",0.00255557471809245,-0.456499303650113,0.016,0.022,1
"FASN2",0.00255800267822778,-0.127964890601971,0.055,0.066,1
"sdk",0.00255989083686181,0.213389409261818,0.166,0.152,1
"Mondo",0.00257666719357256,-0.337923115777258,0.22,0.229,1
"CG33774",0.00257924806895136,-0.151453073073349,0.03,0.037,1
"CG3165",0.00257953424523528,0.445806825400984,0.015,0.011,1
"holn1",0.00258354265452635,-0.304487874862549,0.012,0.017,1
"Cyp9b2",0.00259387055277656,0.894969224473071,0.02,0.014,1
"CG12674",0.00259705400958436,0.779527321383861,0.012,0.007,1
"CG2269",0.0026078530684259,-0.220154713217153,0.068,0.079,1
"CG34293",0.00261057979333478,-0.318548903323598,0.01,0.014,1
"CG9922",0.00262831514298601,-0.253078002010309,0.052,0.062,1
"EloC",0.00263187059085199,-0.117145637841948,0.064,0.075,1
"CG5726",0.00263263899239753,-0.159548829952712,0.051,0.061,1
"lncRNA:CR45347",0.0026418119930573,-0.381124220082106,0.051,0.06,1
"CG1703",0.00264844228218147,-0.212674761170468,0.083,0.095,1
"CG43897",0.0026518416943588,-0.143616685948536,0.404,0.426,1
"f-cup",0.00266701656080037,0.330589982213757,0.021,0.016,1
"Gp210",0.00267195050263998,0.363719161630823,0.079,0.069,1
"lncRNA:CR46004",0.00268800743825089,-0.518518306701278,0.013,0.018,1
"CG14868",0.00269426203823238,0.611708510947388,0.013,0.009,1
"CG2321",0.00270079247972904,0.390286450544187,0.014,0.01,1
"INPP5E",0.00270342790064241,-0.836615599584665,0.009,0.013,1
"Acox57D-p",0.00271234474341517,-0.179700432674306,0.026,0.033,1
"cno",0.00271847410999568,0.189105509972296,0.201,0.186,1
"mi",0.0027205432700011,-0.216941513776331,0.022,0.029,1
"TH1",0.00272769949715776,-0.575116361765378,0.012,0.017,1
"bcd",0.00273631971096172,0.221349836139241,0.01,0.014,1
"Ltn1",0.00273968166488758,0.370878817788732,0.054,0.045,1
"JMJD7",0.00274673823205144,-0.36923270933678,0.007,0.011,1
"CG12321",0.00276360598153963,-0.407792861430583,0.017,0.023,1
"CHES-1-like",0.00276399181352403,0.119468012966289,0.48,0.467,1
"CG6454",0.00277049584536394,0.340067131618105,0.072,0.062,1
"rin",0.00277266778176658,0.207267126728195,0.325,0.313,1
"CG31999",0.00278286980729716,0.204879947403365,0.252,0.238,1
"jigr1",0.00278449413731301,-0.169163333125944,0.098,0.111,1
"CG13369",0.00279821374193173,0.351791387430861,0.037,0.03,1
"asrij",0.00280311460990339,0.313690212683951,0.041,0.033,1
"boca",0.00280518216033073,-0.487960116770739,0.025,0.032,1
"r",0.0028082035613176,0.30152648726841,0.027,0.021,1
"dpr8",0.00281761600481752,0.426632581567337,0.106,0.094,1
"prg",0.00282011020870819,-0.146253728016029,0.014,0.019,1
"Fmr1",0.00282366692957266,-0.141992981011763,0.121,0.135,1
"TfIIS",0.00282525720369417,-0.198740986352107,0.021,0.027,1
"Prip",0.00282864563770414,-0.295082847040283,0.057,0.067,1
"CG7970",0.0028338904658138,-0.223643115780185,0.029,0.037,1
"AIMP3",0.00283725994833066,-0.410748038360384,0.014,0.019,1
"CG31637",0.00284554408687663,0.483751930083724,0.127,0.115,1
"SP2353",0.0028504345122433,-0.18135224412463,0.046,0.055,1
"mRpS24",0.00286334356412427,-0.150302029722919,0.017,0.023,1
"Der-1",0.00286846704559522,-0.149440852279351,0.023,0.03,1
"CG12173",0.00287152941739668,-0.284168264277839,0.015,0.02,1
"lncRNA:CR44980",0.00287483553697219,0.677690053574913,0.012,0.008,1
"Cyp28d1",0.00288195745621827,0.719573814017462,0.028,0.021,1
"gwl",0.0028855517778525,-0.337706797543793,0.021,0.028,1
"CG11811",0.00291852432769619,-0.500185234126834,0.022,0.028,1
"mRpL44",0.00292464109495723,-0.665788005069968,0.007,0.011,1
"brat",0.00293545050431175,0.103609957502127,0.236,0.22,1
"CG17168",0.00293667513002012,-0.173549535721978,0.039,0.048,1
"mRpL43",0.00293945602102401,-0.554607005814415,0.015,0.02,1
"CG30344",0.0029561118591246,-0.281094918705688,0.021,0.027,1
"RluA-2",0.00299000638831699,0.442571590265553,0.049,0.041,1
"Ndae1",0.00299387206982406,0.118529334177523,0.161,0.181,1
"unc-13-4A",0.0029998875232566,0.539242137392712,0.048,0.04,1
"Pal2",0.00300249535105566,-0.322560086024348,0.018,0.024,1
"Non3",0.00300953295678314,-0.24831001932832,0.019,0.025,1
"CG10286",0.00301766356066697,-0.424603087845392,0.02,0.026,1
"CG33310",0.00302152169387162,0.599166526508773,0.019,0.014,1
"CG1951",0.00303880650040429,-0.34526551093965,0.015,0.02,1
"CG7741",0.00305371247399608,-0.196700150815057,0.01,0.014,1
"DIP-gamma",0.0030600530596021,0.58699458498061,0.049,0.041,1
"CG8892",0.00306363455899423,-0.232248453405593,0.012,0.017,1
"Sps2",0.0030679024019994,-0.523526940441076,0.015,0.02,1
"Grip71",0.00306866462613603,-0.409273229534386,0.01,0.014,1
"mRpS16",0.0030834626841547,-0.39101410065842,0.023,0.03,1
"CG14683",0.00308943519212096,-0.295687647063332,0.018,0.024,1
"Liprin-beta",0.00309196072841594,-0.224474492432264,0.027,0.034,1
"akirin",0.00310063991982,-0.147710633825566,0.176,0.192,1
"CG31469",0.00314177285962448,0.676382137205017,0.013,0.009,1
"CG8441",0.00314179218683818,-0.44991105828852,0.012,0.017,1
"sel",0.00314558828553761,-0.183208770443704,0.017,0.023,1
"CG8319",0.00315075303546177,-0.596560623359368,0.009,0.013,1
"lambdaTry",0.0031517450529025,-0.484839811086059,0.01,0.014,1
"CG17600",0.00318098210971336,-0.267995693236512,0.015,0.021,1
"lncRNA:CR43900",0.00318583682095423,-0.296433452091691,0.011,0.016,1
"CG18003",0.00318980328055252,0.642814929358664,0.01,0.006,1
"CalpB",0.00320324559616713,0.225650466733578,0.04,0.032,1
"Rpb5",0.00321943516479988,-0.233722881322893,0.015,0.02,1
"CG9205",0.00322866780239654,0.412784929737767,0.038,0.031,1
"Apl",0.00327968953122473,0.419229125079787,0.024,0.018,1
"CG4866",0.00327992233733275,-0.43037308143873,0.015,0.021,1
"mal",0.00328091918339815,0.322523957194166,0.022,0.017,1
"mtSSB",0.00328589939768434,-0.295997691349569,0.033,0.04,1
"eRF3",0.00330654590036237,-0.120042013233792,0.078,0.09,1
"Irk1",0.0033090457756309,-0.625918264308662,0.014,0.019,1
"CG5104",0.00332516144974906,-0.635151615786206,0.01,0.015,1
"HisRS",0.00333347429613625,-0.145112809910448,0.055,0.065,1
"beat-IIa",0.0033397707473725,0.380171808727025,0.065,0.055,1
"CG18213",0.00334349198280803,0.309089863085013,0.013,0.009,1
"side-V",0.00337232398470944,0.378788573976426,0.065,0.056,1
"CoRest",0.00338918772642803,0.293318278816941,0.064,0.055,1
"Ate1",0.00339511819439527,0.3059659004496,0.089,0.078,1
"ChT",0.00347616513795109,-0.207185586935522,0.014,0.019,1
"CG6310",0.00348146138452898,0.445777825495309,0.014,0.01,1
"loco",0.00348157124315814,0.459911222357911,0.052,0.043,1
"CG43736",0.00348423040409576,0.152515632187683,0.371,0.358,1
"del",0.00348454456993523,-0.357723195256805,0.022,0.029,1
"lncRNA:CR43417",0.00353991442591167,-0.142714042772877,0.021,0.028,1
"CG45076",0.00355071152245151,0.421012650995796,0.199,0.225,1
"GlcAT-P",0.00355732133432399,-0.14480864633142,0.098,0.11,1
"CNBP",0.00355803780273342,-0.104475054029705,0.232,0.25,1
"PI31",0.00356779352422834,-0.182686004614539,0.032,0.039,1
"Alr",0.00358138423726933,0.418753043562855,0.027,0.02,1
"Arl1",0.00359757162801616,-0.423684257169811,0.02,0.026,1
"lncRNA:CR45170",0.00360023586941554,0.926685065481855,0.012,0.008,1
"br",0.00360642811842702,0.109590923362638,0.245,0.233,1
"AANAT1",0.00361768391444795,0.533067556736729,0.063,0.054,1
"Pcl",0.00362315348212228,-0.141587926715515,0.037,0.045,1
"Mcm3",0.00362766385064376,-0.420241271143555,0.012,0.016,1
"asRNA:CR46065",0.00362954653022321,-0.226267239191623,0.028,0.036,1
"ND-B15",0.00365804989225891,-0.186277517243535,0.088,0.1,1
"Nhe3",0.00366114365166297,0.134789302256788,0.138,0.125,1
"mAChR-A",0.00366778465817074,-0.171388064165726,0.047,0.056,1
"Pif1A",0.00369504529845721,-0.117120819121934,0.022,0.029,1
"CG15014",0.00372443708576961,-0.700758065243467,0.011,0.015,1
"woc",0.00373247968766713,0.289265027582204,0.082,0.071,1
"bt",0.00374018438738299,0.202083030905841,0.699,0.747,1
"RpLP0-like",0.00376912308231075,-0.139500001388493,0.041,0.049,1
"CG9801",0.0037789863103459,0.586366014948965,0.036,0.029,1
"Sirt2",0.00378549005079219,0.28849860914527,0.023,0.018,1
"CG11396",0.00379015479389092,-0.256835504840593,0.014,0.019,1
"Sobp",0.00383840368617372,0.189237266328952,0.162,0.15,1
"CG7443",0.00383926751075388,-0.451387419672605,0.019,0.025,1
"Drep4",0.00384837921863404,-0.391899570997735,0.017,0.023,1
"Spn77Ba",0.0038518587241233,-0.22796871918198,0.034,0.042,1
"RhoGEF64C",0.00385388558339142,-0.596132367153041,0.017,0.023,1
"Corp",0.00385508978675299,-0.283766058395907,0.013,0.018,1
"CG15011",0.00386134750977409,0.607632897724918,0.021,0.016,1
"Phf5a",0.00386786374859133,-0.1275908485959,0.031,0.038,1
"CG18659",0.00389699240504144,-0.163416759360063,0.147,0.161,1
"CG6379",0.00390592146739024,0.461482703227217,0.018,0.013,1
"CG4953",0.00392147547702656,-0.368443249762749,0.008,0.012,1
"CG6903",0.00392412813951406,-0.325451265706264,0.034,0.042,1
"CG13126",0.0039255840193402,-0.571073714300193,0.01,0.014,1
